artist_id,tag_id,tag_name,total_post_count,target_post_count,avg_score,avg_fav_count
130858,1596727,suujiniku,452,52,172.0769230769230769,170.9423076923076923
256179,1712187,coro_fae,341,49,171.7959183673469388,164.8571428571428571
127985,1239826,kanju,202,4,171.5,291.75
243951,1860036,docozi,217,110,171.4909090909090909,167.0636363636363636
223385,1625477,arttoru,122,28,171.3571428571428571,166.6785714285714286
184641,1719795,ririko_(fhnngririko),117,79,170.8987341772151899,174.4050632911392405
142817,572700,dyun,363,43,170.6511627906976744,216.4186046511627907
131027,1331180,yellowroom,200,91,170.043956043956044,269.1648351648351648
175109,1929303,ginseng_(xin),122,9,169.8888888888888889,193.1111111111111111
29095,752566,riz,471,30,169.6666666666666667,186.6
174886,1574153,domi_(hongsung0819),110,3,169.6666666666666667,162.6666666666666667
124148,1332977,haishiki,101,21,168.5714285714285714,176.0476190476190476
100909,1597669,yd_(orange_maru),1356,162,168.5185185185185185,277.4506172839506173
143318,1392535,letdie1414,190,61,168.4754098360655738,293.540983606557377
6673,1385284,akino_komichi,178,82,168.4390243902439024,192.5731707317073171
207360,1579998,himeliofon,115,4,168.25,179.25
187914,1526230,shun'ya_(daisharin36),162,2,168,158.5
269156,1755123,gdhs,110,37,167.8378378378378378,163.2432432432432432
228129,1641108,hagi_(ame_hagi),186,48,167.75,174.2916666666666667
156384,1434557,doruka,113,52,167.6923076923076923,171.2692307692307692
173578,1486086,fantongjun,247,24,167.5416666666666667,191
128662,1595568,kaidou_j1,169,7,167.4285714285714286,221.7142857142857143
197775,1644033,naokomama,287,15,167.2,167.7333333333333333
148562,1854843,ro_g_(oowack),254,58,166.9827586206896552,161.4310344827586207
106252,1534441,optionaltypo,1158,306,166.1503267973856209,242.6895424836601307
137456,1376501,neps-l,252,63,166,198.7777777777777778
199019,1556567,mo_ne,241,26,165.9615384615384615,238.7307692307692308
186570,1565267,wei_xiao,216,9,165.8888888888888889,220
177123,1550015,chintora0201,256,40,165.475,201.525
166519,1468483,aochoku,196,21,165.380952380952381,160
237720,1686817,superbusty,151,11,165.3636363636363636,162.5454545454545455
78039,1311231,m-da_s-tarou,1816,817,165.3586291309669523,215.8800489596083231
143386,1392668,menoziriath,104,42,165.0952380952380952,217.9761904761904762
160257,1562815,tacco_(tikeworld),171,5,165,213.2
223859,1627906,sunset_skyline,117,25,164.96,166.12
131813,1358691,satou_aji,231,15,164.8,174.8
198125,1554122,hxd,263,41,164.7073170731707317,286.951219512195122
241967,1845622,dodok_(gj77230),127,48,164.6666666666666667,169.0833333333333333
161277,1879947,ribiadan,268,7,164.5714285714285714,159.2857142857142857
154230,1776480,brat_(brabrabrat00),253,2,164.5,250
204677,1573074,spykeee,210,9,164.3333333333333333,176
230610,1648160,gnns,314,2,164,158.5
141065,1386914,nofuture,168,17,163.7647058823529412,164.7647058823529412
156733,1648626,jasony,215,30,163.6333333333333333,190.7666666666666667
154633,1429504,shiben_(ugvu5784),180,10,163.6,164.9
218509,1607298,putama,269,43,163.186046511627907,187.7674418604651163
112016,1425649,shiroshisu,266,3,163,187.3333333333333333
201068,1562353,lsls,143,34,163,187.4705882352941176
158842,1868988,fumato,172,16,162.75,180.5
150716,1414954,chicke_iii,130,23,162.6521739130434783,212.8260869565217391
186660,1614063,hyouuma,297,119,162.5630252100840336,191.7310924369747899
140984,1386637,sunna_(nilsunna),386,213,162.4037558685446009,214.5962441314553991
44311,538732,thanabis,194,106,162.339622641509434,200.0377358490566038
178894,1859057,mujinbensin,533,107,162.3271028037383178,188.3925233644859813
91953,1643413,kacyu,156,17,162.2352941176470588,195.5882352941176471
129393,1350937,ah-lyong_lee,241,67,162.1791044776119403,199.4626865671641791
74532,1253517,asutora,1154,194,162.0515463917525773,230.7164948453608247
197367,1551980,kasseus_maximus,101,41,161.1463414634146341,191.3902439024390244
216443,1605746,kusana_(dudqja602),187,43,161.0465116279069767,184.0232558139534884
10431,1565219,yoshimoto_(dear_life),292,12,161,164.25
228533,1642073,honon,132,84,160.9285714285714286,155
214318,1032634,infi,170,5,160.8,157.2
49237,559400,moketa,338,247,160.4696356275303644,168.582995951417004
32277,1616605,club3,698,73,160.410958904109589,239.0410958904109589
151529,1417994,kamu_(kamuuei),204,5,160.4,262
181410,1633876,binggong_asylum,257,54,160.0185185185185185,172.7777777777777778
104178,1262824,miazi,423,189,159.8201058201058201,200.4285714285714286
98604,715577,animeflux,150,105,159.8,252.1619047619047619
286847,1788556,mashicono,103,55,159.5272727272727273,155.4727272727272727
200988,1562192,renetan,266,32,159.09375,174.375
153027,1422844,spider_apple,274,1,159,249
213421,1609055,fouriasensei,252,77,158.8831168831168831,193.012987012987013
267121,1750091,aelion_draws,152,19,158.7894736842105263,154.3684210526315789
158899,1429074,pudgeruffian,306,95,158.6210526315789474,201.5894736842105263
131131,1650866,akano_murasaki,222,107,158.3925233644859813,194.7757009345794393
95622,1227391,kenshin187,586,265,158.0188679245283019,237.1773584905660377
148583,1930180,sendo_(sendrawz),334,50,157.84,276.04
109443,1646113,milin_(orange_maru),117,4,157.75,188.25
166443,1468243,leonmandala,292,3,157.6666666666666667,150.3333333333333333
125689,1338559,rhasta,129,36,157.6388888888888889,242.5
195702,1547827,unsfrau,292,66,157.6212121212121212,174.9848484848484848
109158,1276824,eliskalti,251,63,157.4920634920634921,226.0317460317460317
203844,1570683,usagi_poi,114,10,156.8,232.2
167212,1691550,kanzarin,276,4,156.75,164
133453,1363179,orihi_chihiro,184,10,156.5,295.7
236653,1711753,hahakigi,109,58,155.8448275862068966,158.103448275862069
138320,1379577,tostantan,277,25,155.84,163.64
20377,1558773,dan_evan,133,2,155.5,247
134061,1364842,ale_(ale_halexxx),176,90,155.3222222222222222,199.9111111111111111
