artist_id,tag_id,tag_name,avg_score,avg_fav_count,target_post_count,total_post_count,target_ratio
124491,1334305,dk.senie,41.7567567567567568,69.9797297297297297,296,312,0.9487179487179487
89415,721672,tsubasa_tsubasa,56.9285714285714286,70.7648809523809524,336,372,0.9032258064516129
186660,1614063,hyouuma,148.9727626459143969,178.0038910505836576,257,297,0.8653198653198653
6892,767406,oouso,41.1319358816276202,52.9297163995067818,811,952,0.851890756302521
102918,1626845,gabriel_evangel,37.3828382838283828,42.8910891089108911,303,356,0.851123595505618
70984,520774,ochinsama,30.3738317757009346,34.397196261682243,214,252,0.8492063492063492
117021,1589313,himitsu_(hi_mi_tsu_2),118.7685714285714286,202.9771428571428571,350,417,0.8393285371702638
98930,1257156,uo_denim,195.8815165876777251,224.6255924170616114,211,255,0.8274509803921568
111171,1284857,allenes,53.7666666666666667,74.3,240,296,0.8108108108108109
215232,1602384,z282g,177.0684210526315789,199.9421052631578947,190,238,0.7983193277310925
153317,1604104,shougun_(chuckni1),60.9823008849557522,68.9911504424778761,226,284,0.795774647887324
92271,1349653,kyuuso_inukami,45.5276595744680851,64.0978723404255319,235,297,0.7912457912457912
213093,1596249,wsfw,88.8235294117647059,87.8431372549019608,102,131,0.7786259541984732
228370,1641718,stank,34.8,36.3,140,180,0.7777777777777778
185585,1572036,hong_bai,105.9010989010989011,125.2417582417582418,182,236,0.7711864406779662
182302,1574514,k.t.cube,49.9157894736842105,63.4421052631578947,95,124,0.7661290322580645
145495,1574774,gongba_laoge,57.7131147540983607,99.2295081967213115,122,160,0.7625
125689,1338559,rhasta,148.2783505154639175,202.2268041237113402,97,129,0.751937984496124
202232,1788127,pupi_(rain_prophet),67.2890625,73.21875,128,171,0.7485380116959064
205850,1775170,takahashi_(k2ta7),34.5567010309278351,37.1649484536082474,97,130,0.7461538461538462
172419,1483175,seihekiog,57.8561946902654867,74.5663716814159292,452,606,0.7458745874587459
94907,1585983,yakob_labo,36.2786458333333333,45.0494791666666667,384,525,0.7314285714285714
174131,1499420,yiduan_zhu,59.188034188034188,86.5811965811965812,117,163,0.7177914110429447
133943,1567616,icwine,112.5256410256410256,130.858974358974359,78,109,0.7155963302752294
134258,1365435,aki_(sangetusei),58.4453125,93.328125,128,180,0.7111111111111111
134435,1365951,2l_(2lsize),32.024,46.384,125,176,0.7102272727272727
139497,1383400,cang_se_ye_hua,45.5882352941176471,64.4352941176470588,85,120,0.7083333333333334
66778,624309,snowball22,66.8427672955974843,110.6918238993710692,159,226,0.7035398230088495
65989,1263268,ririko_(zhuoyandesailaer),38.0377867746288799,50.8043184885290148,741,1057,0.7010406811731315
92725,1349654,yomu_(sgt_epper),71.2889518413597734,108.1628895184135977,706,1010,0.699009900990099
117946,1310125,tsuki_suigetsu,32.3052631578947368,53.6631578947368421,95,136,0.6985294117647058
206976,1578949,amahara_subaru,32.6868686868686869,35.3434343434343434,198,284,0.6971830985915493
108942,1278103,terebi_(shimizu1996),85.7931034482758621,109.6206896551724138,145,209,0.69377990430622
156291,1592144,bigxixi,88.2,121.6142857142857143,70,101,0.693069306930693
82953,693355,mvv,50.7422680412371134,79.2646048109965636,291,421,0.6912114014251781
98619,1243991,dora_v_nu,70.1142857142857143,112.9333333333333333,105,152,0.6907894736842105
248009,1692671,kcar66t,82.2317073170731707,79.7317073170731707,82,119,0.6890756302521008
188904,1529533,neon_(hhs9444),33.7534246575342466,44.3972602739726027,73,106,0.6886792452830188
142920,1391175,niliu_chahui,173.9537750385208012,196.3204930662557781,649,945,0.6867724867724868
214072,1599260,l_ract,202.3203883495145631,254.6990291262135922,103,151,0.6821192052980133
204845,1656799,spring2013,133.7448979591836735,151.8571428571428571,98,145,0.6758620689655173
98915,1531388,unimon_e,33.9339622641509434,55.7547169811320755,106,157,0.6751592356687898
99600,1433118,zhuore_zhi_hen,30.9759036144578313,56.108433734939759,83,123,0.6747967479674797
114548,1297637,dango_remi,31.0454545454545455,35.3272727272727273,110,164,0.6707317073170732
39079,519664,oni-noboru,68.1256830601092896,106.360655737704918,366,548,0.6678832116788321
241737,1677038,5t_(5t_000),117.8928571428571429,122.119047619047619,84,126,0.6666666666666666
14514,1231194,hakaba_(dairiseki),66.2967032967032967,104.1648351648351648,91,137,0.6642335766423357
135004,1367766,big_shine,94.7528089887640449,94.550561797752809,89,134,0.664179104477612
205510,1575241,kyle_(kysizzle),108.0136986301369863,123.3150684931506849,73,110,0.6636363636363637
13233,414252,momio,37.0176056338028169,56.4366197183098592,284,428,0.6635514018691588
92235,1092667,nonohachi,50.8187919463087248,73.436241610738255,149,225,0.6622222222222223
35241,508101,rindou_(radical_dream),45.00625,90.15625,160,242,0.6611570247933884
337788,1897738,eckert&eich,62.9411764705882353,59.1176470588235294,102,155,0.6580645161290323
122330,1326315,chen_bin,66.1285714285714286,82.1428571428571429,140,213,0.6572769953051644
65089,608959,eluthel,36.3867924528301887,42.5283018867924528,106,162,0.654320987654321
72024,680320,okuri_banto,45.7113821138211382,60.5813008130081301,246,376,0.6542553191489362
179193,1501912,smlltb,62.0882352941176471,74.25,68,104,0.6538461538461539
92187,1409531,puririn,42.3968253968253968,52.7037037037037037,189,290,0.6517241379310345
159992,1448706,kataokasan,127.528,131.504,125,192,0.6510416666666666
289938,1796021,zhazhapao,136.978494623655914,133.5161290322580645,93,143,0.6503496503496503
108153,1578210,nottytiffy,58.3907284768211921,90.988962472406181,453,699,0.648068669527897
26871,1674718,mafuyu_(kanden_shoujyo),41.6075949367088608,66.7848101265822785,79,122,0.6475409836065574
